08-05-2026 17:54:30,Patient,002,FAILED
08-05-2026 17:59:19,Patient,1,FAILED
09-05-2026 15:10:12,Doctor,1,FAILED
09-05-2026 19:40:37,Doctor,1,FAILED
09-05-2026 19:58:10,Patient,1,FAILED
09-05-2026 19:58:13,Patient,1,FAILED
09-05-2026 23:24:18,Doctor,1,FAILED
09-05-2026 23:40:07,Doctor,2,FAILED
